title,rating,genre,cleaned_tokens
How Much Do You Love Me?,57.0,"'Romance', 'Comedy'",win lottery francis go bar offer one hundred thousand euro per month prostitute name daniela live wife money run
Sleepover,60.0,"'Family', 'Comedy'",first year high school loom ahead best friend julie hannah yancy farrah one last summer sleepover little know there embark adventure lifetime desperate shed nerdy status take part nightlock scavenger hunt pit popular archrival everything sun go take yancy father car sneak nightclub
Spaceballs,68.0,"'Comedy', 'Science Fiction'",nefarious dark helmet hatch plan snatch princess vest steal planet air lone starr clueless sidekick fly rescue along way meet yogurt put lone starr wise power schwartz master time save day
Bullet to the Head,56.0,"'Action', 'Crime', 'Thriller'",watch respective partner die cop hitman form alliance order bring common enemy
Dracula: Dead and Loving It,60.0,"'Comedy', 'Horror', 'Fantasy'",lawyer show vampires doorstep fall prey charm join search fresh blood enter professor van helsing may one able vanquish count
The Favourite,75.0,"'Drama', 'Comedy', 'Thriller'",england early the century close relationship queen anne sarah churchill threaten arrival sarah cousin abigail hill result bitter rivalry two cousin queen favourite
Escape from Planet Earth,57.0,"'Animation', 'Comedy', 'Adventure', 'Family', 'Science Fiction'",astronaut scorch supernova find catch trap respond so notoriously dangerous alien planet
Leprechaun 2,55.0,"'Comedy', 'Horror'",thousand year ago leprechaun leave bloody trail rip countryside search steal gold he back big city use deadly trick snare girl nightmares bloody quest become deadly boyfriend steal one leprechauns gold coin town soon discover two dead body trail gold dust lead leprechauns lair
Red Sonja,53.0,"'Adventure', 'Fantasy', 'Action'",tyrant green seek total power world barbarism raid city habla kill keeper talisman give great power red sonja sister keeper set magic sword overthrow green
Master and Commander: The Far Side of the World,71.0,"'Adventure', 'Drama', 'War'",abrupt violent encounter french warship inflict severe damage upon ship captain british royal navy begin chase two ocean capture destroy enemy though must weigh commitment duty ferocious pursuit glory safety devote crew include ship thoughtful surgeon best friend
The War with Grandpa,65.0,"'Comedy', 'Family'",peter thrill grandpa come live family grandpa move peter room force upstairs creepy attic though love grandpa want room back choice declare war
The Condemned 2,51.0,'Action',former bounty hunter find run part revamp condemn tournament convict force fight death part game thats broadcast public
Burn After Reading,66.0,"'Comedy', 'Drama'",disc contain memoir former cia analyst fall hand gym employee linda chad see chance make enough money linda cosmetic surgery predictably event whirl control duo orbit
Hulk vs. Thor,67.0,"'Action', 'Animation', 'Fantasy', 'Science Fiction'",age odin protect kingdom asgard every winter must rest regain strength one week time asgard foe include troll giant dark elf demon try claim realm always stop odin son mighty thor albeit loss many brave asgardian warrior loki god mischief kidnap do bruce banner bring asgard help amor thor lover supervillain know enchantress loki make banner angry change hulk enchantress cast spell hulk separate banner monstrous altered grant loki control hulk body
The First Time,70.0,"'Drama', 'Comedy', 'Romance'",dave high school senior spend time pin away girl cant aubrey junior artistic aspiration hot boyfriend doesn't quite understand seem care although go different school dave aubrey find party head outside get air meet casual conversation spark instant connection course weekend thing turn magical romantic complicate funny aubrey dave discover like fall love first time
Max,71.0,"'Adventure', 'Drama'",dog help soldier afghanistan return u adopt handler family suffer traumatic experience
The First Wives Club,67.0,'Comedy',year help hubby climb ladder success three midlife dump new carrier model trio determine turn pain gain come cleverly devious plan hit ex really hurt wallet
Escape from L.A.,59.0,"'Action', 'Adventure', 'Science Fiction', 'Thriller'",time cataclysmic templar hit los angeles turn island president view quake sign expel los angeles country make penal colony find guilty moral crime daughter part resistance movement steal control unit doomsday weapon snake get tap save day
House of Flying Daggers,73.0,"'Adventure', 'Drama', 'Action'",the century china corrupt government wag war rebel army call fly dagger romantic warrior break beautiful rebel prison help rejoin fellows thing seem
A Fish Called Wanda,72.0,"'Comedy', 'Crime'",diamond advocate attempt steal collection diamond yet trouble arise realize one diamond
It Could Happen to You,65.0,"'Comedy', 'Drama', 'Romance'",charlie lang simple kindhearted new york city cop realize money tip waitress yvonne bias lang offer half winning lottery ticket amazingly ticket happen winner sum million true word lang proceed share prize money bias infuriate greedy wife muriel content arrangement muriel begin scheme take money
Queenpins,64.0,"'Comedy', 'Crime'",bore frustrate suburban homemaker connie best pal jojo blogger dream turn hobby counterfeit coupon caper fire letter conglomerate behind box cereal go stale receive apology along dozen freebie duo hatch illegal coupon club scheme scam million deliver deal legion fellow coupon clipper trail total coupon dominance hapless loss prevention officer local supermarket chain join force determine u postal inspector hot pursuit newly mint pink collar crime
Rough Night,57.0,"'Drama', 'Comedy'",five best friend college reunite year later wild bachelorette weekend miami hard party take hilariously dark turn accidentally kill male stripper amidst craziness try cover there ultimately bring closer together matter
The Dead Pool,63.0,"'Action', 'Crime', 'Thriller'",dirty harry return final film adventure together partner al quan must investigate systematic murder actor musician time harry learn murder part sick game predict death celebrity happen may late
Blue Thunder,61.0,"'Drama', 'Action', 'Thriller'",los angeles california officer murphy veteran metropolitan police helicopter pilot suffer severe trauma due harsh experience vietnam war resourceful new partner task test advance heavily arm experimental chopper know blue thunder
Mary Poppins Returns,65.0,"'Fantasy', 'Family', 'Comedy'",mary poppins return bank family help evade grave danger take magical musical adventure
The Santa Clause 3: The Escape Clause,55.0,"'Comedy', 'Family', 'Adventure'",santa my claus north pole run smoothly counsel legendary figure call emergency meet christmas eve evil jack frost make trouble look take holiday launch plan sabotage toy factory compel scott invoke escape clause wish hed never become santa
Batman: The Killing Joke,66.0,"'Action', 'Animation', 'Crime', 'Drama'",batman hunt escape joker clown prince crime attack gordon family prove diabolical point mirror fall madness
Pokémon: Giratina and the Sky Warrior,68.0,"'Family', 'Adventure', 'Animation', 'Fantasy'",grating discover able create parallel dimension ash friend stop mysterious stranger use power evil
Six Days Seven Nights,60.0,"'Adventure', 'Action', 'Comedy', 'Romance'",quinn grouchy pilot live good life south pacific agree transfer savvy fashion editor robin tahiti end strand desert island plane crash pair avoid first there force team escape island pirate want head
Rape Zombie: Lust of the Dead 2,46.0,"'Horror', 'Comedy'",strange virus turn world population lust eat zombie however japan male find uninfected men team zombie go flesh blood survive young woman fill lust woman survivor must fight survive apocalyptic japan
Exit Wounds,56.0,"'Action', 'Crime', 'Thriller'",maverick cop orin boyd always bring domestic terrorist track ruffle feather unorthodox technique soon find reassign tough district detroit discover group detectives secretly operate drug ring boyd join force unlikely ally gangster lately walker bring rotten cop
Like a Boss,63.0,'Comedy',two female friend different ideal decide start beauty company together one practical want earn fortune live lavish lifestyle
The Strange Thing About the Johnsons,70.0,"'Drama', 'Comedy'",dark domestic melodrama tie bind tie really bind
Sorry to Bother You,68.0,"'Fantasy', 'Science Fiction', 'Comedy'",alternate presently version oakland black telemarketer cassius green discover magical key professional success propel macabre universe
Tall Girl 2,58.0,"'Comedy', 'Romance'",jodi crewman gain popularity miscommunication start cause rift around really need stand tall
Fallen,67.0,"'Crime', 'Drama', 'Action', 'Thriller', 'Horror'",homicide detective john hobbes witness execution serial killer edgar reese soon execution kill start similar reese style
